run_dir,seq_length,z_window,use_returns,use_spx_close,refit,timeframe,calibration,calib_window,use_cls_token,layers,head_size,num_heads,ff_dim,dropout,attn_dropout,n_periods,breach_rate,breach_rate_std,coverage_error,coverage_error_std,cvar,cvar_std,rmse,rmse_std,mae,mae_std,pinball,pinball_std,brier,brier_std,kupiec_pass_rate,christoffersen_cc_pass_rate
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250906_011033_63326726,120,252,True,False,Y,daily,none,252,True,6,32,8,1024,0.1,0.1,8,0.052093995559264895,0.08932441491180185,0.00209399555926491,0.08932441491180185,-0.0792032026996215,0.0889134514202519,0.17982336133718488,0.09585149078507132,0.17616581195034084,0.09678479976925623,0.009430681559024313,0.0039442988485890295,0.049384596003338416,0.08039197342062165,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_141737_74b2a01b,30,126,True,False,Y,daily,none,252,True,6,32,8,1024,0.1,0.1,8,0.04249011857707509,0.10946101364886857,-0.007509881422924889,0.1094610136488686,-0.05985262850299475,0.04762399336323145,0.14405272924341256,0.09696031085517415,0.1413714461959898,0.09834129693156385,0.0077655226923524865,0.004320706652081434,0.04074110671936759,0.09851491228398174,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_203818_7f3a0faa,120,63,True,False,Y,daily,none,252,False,6,32,8,1024,0.1,0.1,8,0.04232674046895421,0.11049967272783782,-0.007673259531045775,0.11049967272783781,-0.10744026582688089,0.09722904581576589,0.40309115569107234,0.5875992080688729,0.39019669871777296,0.569930757821158,0.02009075565729286,0.02816525474188335,0.04059406642205879,0.09944970545505401,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_183103_cf409dd5,60,252,True,False,Y,daily,none,252,True,6,32,8,1024,0.1,0.1,8,0.038790561647328824,0.09967590983401717,-0.011209438352671163,0.09967590983401717,-0.07661631843075149,0.0671130702830851,0.13181338878348464,0.08251157960720254,0.12898960663005704,0.08306257866449031,0.0069153601070865624,0.003678287150525167,0.037411505482595926,0.08970831885061539,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_183545_6d6611bd,60,252,True,False,Y,daily,none,252,False,6,32,8,1024,0.1,0.1,8,0.06146874013451181,0.10775634130045078,0.011468740134511827,0.10775634130045078,-0.01154045000293986,0.0183164359843739,0.2151763355359435,0.1148968187190211,0.20426183519884944,0.11264363847525609,0.017923998908372547,0.013127274675430118,0.05782186612106062,0.09698070717040566,0.125,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250906_012301_986b56eb,120,252,True,False,Y,daily,none,252,False,6,32,8,1024,0.1,0.1,8,0.06513571018742825,0.12151120770527718,0.015135710187428274,0.12151120770527717,-0.07801237341482187,0.07718988082012908,0.12930334499105808,0.10692844442229744,0.12470652931369836,0.10846610608828317,0.008059885440161414,0.004988266535027858,0.061122139168685426,0.10936008693474943,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_153211_b8466aa7,30,252,True,False,Y,daily,none,252,False,6,32,8,1024,0.1,0.1,8,0.06545642636543757,0.16289790474766214,0.015456426365437603,0.16289790474766214,-0.03899587613220013,0.027525665832309622,0.15564253600314254,0.10919597723689203,0.15100170322693882,0.11003973427086498,0.00883102713851255,0.005003317613664851,0.061410783728893824,0.14660811427289597,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_141737_4e4bc5e7,30,63,True,False,Y,daily,none,252,False,6,32,8,1024,0.1,0.1,8,0.021739130434782587,0.05179977241929308,-0.0282608695652174,0.05179977241929309,-0.03621627204120155,0.0007229689508676529,0.15888380259275434,0.08958431686690664,0.15552637353539467,0.09122875461528392,0.008185508922906513,0.004158294059159058,0.022065217391304348,0.0466197951773638,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_152857_2b239554,30,252,True,False,Y,daily,none,252,True,6,32,8,1024,0.1,0.1,8,0.014971551064643613,0.02237589085915831,-0.035028448935356366,0.022375890859158327,-0.0575810614973306,0.029733793176099057,0.13980325823649759,0.09843748673539163,0.13438808592036364,0.09724065966698854,0.0070265776157611625,0.004709927059783781,0.01597439595817925,0.020138301773242464,0.25,0.125
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_175116_a6135b69,60,126,True,False,Y,daily,none,252,False,6,32,8,1024,0.1,0.1,8,0.010412745467093275,0.024697596914459295,-0.039587254532906714,0.0246975969144593,-0.06264234054833649,0.0605793772265315,0.1599503275938332,0.0659685370094046,0.15385871566832063,0.0675277246788649,0.007832256815163363,0.0032116397901042816,0.011871470920383952,0.02222783722301338,0.125,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_141737_cb3d4b26,30,63,True,False,Y,daily,none,252,True,6,32,8,1024,0.1,0.1,8,0.0049407114624505635,0.010221423352557877,-0.0450592885375494,0.010221423352557907,-0.10996275239934523,0.08165943927013586,0.15106184035539624,0.07597655296222397,0.147488759830594,0.07620262474392174,0.007496567734051451,0.0037551736562220247,0.006946640316205526,0.00919928101730211,0.125,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_194241_8d582a00,120,63,True,False,Y,daily,none,252,True,6,32,8,1024,0.1,0.1,8,0.0034584980237154,0.007764937571888181,-0.04654150197628458,0.007764937571888216,-0.09926681220531461,0.0205737426877022,0.19509069249033928,0.12839518120433352,0.19361779280006883,0.12909675430335252,0.009737917047459575,0.0064043871142795954,0.005612648221343862,0.006988443814699358,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_235335_39767933,120,126,True,False,Y,daily,none,252,False,6,32,8,1024,0.1,0.1,8,0.002478198130372025,0.005225462995770061,-0.047521801869627955,0.005225462995770097,-0.1225766409188509,0.08209267072379589,0.20123897958546874,0.09297735776833889,0.18794316239655018,0.07698076958658055,0.009425152093172039,0.0038210285974947422,0.0047303783173348254,0.00470291669619305,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_163149_a164d557,60,126,True,False,Y,daily,none,252,True,6,32,8,1024,0.1,0.1,8,0.0024703557312252874,0.004391400403812036,-0.04752964426877469,0.0043914004038120786,-0.0933984145522117,0.0035758987069130013,0.7081841807812452,1.445412892479947,0.7054281951859593,1.446444300266776,0.035304894234286566,0.07230798731506195,0.00472332015810275,0.003952260363430816,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_205238_5c6dcd46,120,126,True,False,Y,daily,none,252,True,6,32,8,1024,0.1,0.1,8,0.0019821663843402875,0.00396727693844787,-0.0480178336156597,0.003967276938447877,-0.08179892040789125,0.038041634485125556,0.18578842561691997,0.13256567688876614,0.18338235793635244,0.13387187039908005,0.009183174377540076,0.006681396846255513,0.0042839497459062625,0.0035705492446030823,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_161446_52f5887f,60,63,True,False,Y,daily,none,252,True,6,32,8,1024,0.1,0.1,8,0.0005040322580645125,0.00133354400759303,-0.04949596774193547,0.0013335440075930636,-0.0492156036198139,0.0,0.204891768284142,0.08958960634031886,0.20159216597676274,0.09120392480713375,0.010081918793730375,0.004556832916053196,0.0029536290322580627,0.0012001896068337303,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_151051_3be1e596,30,126,True,False,Y,daily,none,252,False,6,32,8,1024,0.1,0.1,8,0.0,0.0,-0.05,0.0,,,0.2391987256705761,0.14594933347497613,0.23307211091741914,0.14226868741718038,0.011653606023173725,0.00711343462276006,0.0025,0.0,0.0,0.0
/Users/sdiz/Desktop/BA/Projekt/outputs/big/run_20250905_162651_d4b32fa3,60,63,True,False,Y,daily,none,252,False,6,32,8,1024,0.1,0.1,8,0.21421737789637507,0.26086032726866626,0.16421737789637508,0.26086032726866626,-0.03856113838680484,0.06925301481601658,0.09540985384955997,0.0482354699080968,0.08359668264165515,0.04585310243823645,0.012099974934244487,0.00989726088405791,0.19529564010673756,0.2347742945417996,0.25,0.125
